target,term,coef,ci_low,ci_high,significant,interpretation,in_sample_R2,test1M_R2_train_only
L_avg,学术,5.929444445402407,5.846917376655337,6.006578277636744,True,,0.5724683003668591,0.522281997245464
L_avg,代码数学,6.093935435883802,5.981511479827434,6.246582333066052,True,,0.5724683003668591,0.522281997245464
L_avg,网页通用,5.756080109279702,5.696798808065785,5.823947620584215,True,,0.5724683003668591,0.522281997245464
L_avg,问答对话,5.818545925309794,5.736648366454729,5.920938253702918,True,,0.5724683003668591,0.522281997245464
L_avg,法律专利,6.146958096189523,5.940822653378058,6.307575760145239,True,,0.5724683003668591,0.522281997245464
L_avg,书籍议会,6.69020713909505,5.794699455396166,7.604369568909356,True,,0.5724683003668591,0.522281997245464
L_avg,学术×代码数学,-2.950222013116738,-3.4681295393781384,-2.5502615388784613,True,互补(协同降Loss),0.5724683003668591,0.522281997245464
L_avg,学术×网页通用,-1.9417294941632908,-2.2875675054128695,-1.5702735742613059,True,互补(协同降Loss),0.5724683003668591,0.522281997245464
L_avg,学术×问答对话,-2.769638590437573,-3.1218034576043343,-2.41070450488971,True,互补(协同降Loss),0.5724683003668591,0.522281997245464
L_avg,学术×法律专利,-2.022546173198611,-2.4637783161196447,-1.5087277595634971,True,互补(协同降Loss),0.5724683003668591,0.522281997245464
L_avg,学术×书籍议会,-3.297520004142183,-4.785962727215153,-1.8962852460494497,True,互补(协同降Loss),0.5724683003668591,0.522281997245464
L_avg,代码数学×网页通用,-2.429377348219607,-3.0040516667807835,-1.9889718813091724,True,互补(协同降Loss),0.5724683003668591,0.522281997245464
L_avg,代码数学×问答对话,-1.5481350602106492,-2.1560883510247653,-1.0760661734898505,True,互补(协同降Loss),0.5724683003668591,0.522281997245464
L_avg,代码数学×法律专利,-2.841079628780199,-3.580374430754166,-2.084596769186852,True,互补(协同降Loss),0.5724683003668591,0.522281997245464
L_avg,代码数学×书籍议会,-3.0432870121451416,-4.45148448995256,-1.728972347014744,True,互补(协同降Loss),0.5724683003668591,0.522281997245464
L_avg,网页通用×问答对话,-2.6222963957349017,-3.1423127499440846,-2.1995792282850317,True,互补(协同降Loss),0.5724683003668591,0.522281997245464
L_avg,网页通用×法律专利,-1.7599805560012147,-2.271258363125083,-1.2359568917049977,True,互补(协同降Loss),0.5724683003668591,0.522281997245464
L_avg,网页通用×书籍议会,-2.213940697904755,-3.610680324450004,-0.9713824536735091,True,互补(协同降Loss),0.5724683003668591,0.522281997245464
L_avg,问答对话×法律专利,-3.3386018201854535,-4.079311164318322,-2.6845523734104937,True,互补(协同降Loss),0.5724683003668591,0.522281997245464
L_avg,问答对话×书籍议会,-3.8452590644565836,-5.150591800134059,-2.413310791234203,True,互补(协同降Loss),0.5724683003668591,0.522281997245464
L_avg,法律专利×书籍议会,-3.156188585694792,-4.603655417275834,-1.3570956651071675,True,互补(协同降Loss),0.5724683003668591,0.522281997245464
loss_pile_cc,学术,6.19662574348281,6.13370605355141,6.249456297335136,True,,0.7829017506423226,0.7544151577640358
loss_pile_cc,代码数学,6.402299988301111,6.305073933291711,6.514297949160112,True,,0.7829017506423226,0.7544151577640358
loss_pile_cc,网页通用,5.3260901602144495,5.269027936489781,5.390188403073122,True,,0.7829017506423226,0.7544151577640358
loss_pile_cc,问答对话,6.06362010312697,6.002833045193988,6.12597146546356,True,,0.7829017506423226,0.7544151577640358
loss_pile_cc,法律专利,6.017183014216617,5.953538652701658,6.07922238518058,True,,0.7829017506423226,0.7544151577640358
loss_pile_cc,书籍议会,6.317606404110925,5.698461161096813,6.857928461925144,True,,0.7829017506423226,0.7544151577640358
loss_pile_cc,学术×代码数学,-0.6302711846242977,-0.949725160671803,-0.3167821068155192,True,互补(协同降Loss),0.7829017506423226,0.7544151577640358
loss_pile_cc,学术×网页通用,-1.5267855633580398,-1.880353774632286,-1.2316986483961276,True,互补(协同降Loss),0.7829017506423226,0.7544151577640358
loss_pile_cc,学术×问答对话,-1.0281101590464015,-1.2710367553808317,-0.7297585804243125,True,互补(协同降Loss),0.7829017506423226,0.7544151577640358
loss_pile_cc,学术×法律专利,-0.44071656971415785,-0.7345740948606839,-0.15042445978847246,True,互补(协同降Loss),0.7829017506423226,0.7544151577640358
loss_pile_cc,学术×书籍议会,-1.5820669414108486,-2.566234821245866,-0.6776252623818092,True,互补(协同降Loss),0.7829017506423226,0.7544151577640358
loss_pile_cc,代码数学×网页通用,-1.899878809757111,-2.3451809083248842,-1.4195274402476294,True,互补(协同降Loss),0.7829017506423226,0.7544151577640358
loss_pile_cc,代码数学×问答对话,-0.8572417738055836,-1.227327835618738,-0.4406541506968611,True,互补(协同降Loss),0.7829017506423226,0.7544151577640358
loss_pile_cc,代码数学×法律专利,-0.5171390552242244,-0.8894985836111043,-0.12057188425262293,True,互补(协同降Loss),0.7829017506423226,0.7544151577640358
loss_pile_cc,代码数学×书籍议会,-1.215665083530706,-2.380321592122575,-0.17235406753444824,True,互补(协同降Loss),0.7829017506423226,0.7544151577640358
loss_pile_cc,网页通用×问答对话,-1.2858155998754064,-1.6560584391479418,-0.9288583852570476,True,互补(协同降Loss),0.7829017506423226,0.7544151577640358
loss_pile_cc,网页通用×法律专利,-1.234614382948629,-1.562212366494057,-0.9052431518713471,True,互补(协同降Loss),0.7829017506423226,0.7544151577640358
loss_pile_cc,网页通用×书籍议会,-1.3537800575236385,-2.4211632198191726,-0.13096338902564728,True,互补(协同降Loss),0.7829017506423226,0.7544151577640358
loss_pile_cc,问答对话×法律专利,-0.8274118189692476,-1.172550831969844,-0.5374797252755582,True,互补(协同降Loss),0.7829017506423226,0.7544151577640358
loss_pile_cc,问答对话×书籍议会,-1.8441341865952476,-2.7758179310389712,-0.7625991114579814,True,互补(协同降Loss),0.7829017506423226,0.7544151577640358
loss_pile_cc,法律专利×书籍议会,-1.2237788438845272,-2.0736875878849834,-0.2061439173818578,True,互补(协同降Loss),0.7829017506423226,0.7544151577640358
loss_github,学术,6.703795788291924,6.43324180825397,7.007790635545796,True,,0.6726185257861124,0.6767361259694046
loss_github,代码数学,4.090024223810213,3.9516601609627195,4.290029954575428,True,,0.6726185257861124,0.6767361259694046
loss_github,网页通用,6.146299955381551,5.90702853237874,6.3845041266959965,True,,0.6726185257861124,0.6767361259694046
loss_github,问答对话,4.9689295272494265,4.802174021052146,5.204354689515007,True,,0.6726185257861124,0.6767361259694046
loss_github,法律专利,7.041626453492535,6.566283771435792,7.503759322834618,True,,0.6726185257861124,0.6767361259694046
loss_github,书籍议会,6.947019718748149,4.0584663284348,10.558346470241043,True,,0.6726185257861124,0.6767361259694046
loss_github,学术×代码数学,-6.2370783338337645,-7.261793890077646,-5.0648312651966165,True,互补(协同降Loss),0.6726185257861124,0.6767361259694046
loss_github,学术×网页通用,-1.2228231743446476,-2.3096558413196377,-0.13592749580580832,True,互补(协同降Loss),0.6726185257861124,0.6767361259694046
loss_github,学术×问答对话,-4.353583490901007,-5.543675494806726,-3.40340586424259,True,互补(协同降Loss),0.6726185257861124,0.6767361259694046
loss_github,学术×法律专利,-1.6592373037018455,-2.9611456823921247,-0.1510703228639681,True,互补(协同降Loss),0.6726185257861124,0.6767361259694046
loss_github,学术×书籍议会,-3.6715058314072406,-9.055867884021097,0.7194179022887413,False,不显著,0.6726185257861124,0.6767361259694046
loss_github,代码数学×网页通用,-4.726278844639799,-5.911652287375066,-3.508906703563084,True,互补(协同降Loss),0.6726185257861124,0.6767361259694046
loss_github,代码数学×问答对话,-1.305062360987961,-2.13652643310066,-0.2388410667243815,True,互补(协同降Loss),0.6726185257861124,0.6767361259694046
loss_github,代码数学×法律专利,-5.869075486714845,-7.127811845594121,-4.522846171432839,True,互补(协同降Loss),0.6726185257861124,0.6767361259694046
loss_github,代码数学×书籍议会,-4.582074888370191,-9.256308231321004,-0.6623903291923167,True,互补(协同降Loss),0.6726185257861124,0.6767361259694046
loss_github,网页通用×问答对话,-2.831392965418829,-3.8904520318369546,-1.8313071021233887,True,互补(协同降Loss),0.6726185257861124,0.6767361259694046
loss_github,网页通用×法律专利,-1.0894612000535153,-2.5040311648117988,0.28823846878646975,False,不显著,0.6726185257861124,0.6767361259694046
loss_github,网页通用×书籍议会,-0.5767725714624362,-6.369163184601553,3.824510371893521,False,不显著,0.6726185257861124,0.6767361259694046
loss_github,问答对话×法律专利,-5.953646798925582,-7.611206878469753,-4.317810453599059,True,互补(协同降Loss),0.6726185257861124,0.6767361259694046
loss_github,问答对话×书籍议会,-3.6491360402389175,-8.410565204558438,1.1568928763178457,False,不显著,0.6726185257861124,0.6767361259694046
loss_github,法律专利×书籍议会,-2.1592965150879317,-7.458750132183163,2.2384049190547146,False,不显著,0.6726185257861124,0.6767361259694046
loss_arxiv,学术,4.601707386797354,4.325909146811283,4.911124995483697,True,,0.38710219086318076,0.15990416877390456
loss_arxiv,代码数学,6.113642709110209,5.754232388439339,6.40819859178393,True,,0.38710219086318076,0.15990416877390456
loss_arxiv,网页通用,6.14639415477751,5.7805695794683345,6.46433722935364,True,,0.38710219086318076,0.15990416877390456
loss_arxiv,问答对话,5.1745161296400815,5.019240115495249,5.325981315900295,True,,0.38710219086318076,0.15990416877390456
loss_arxiv,法律专利,6.855595643211393,6.17267834464754,7.466598907914667,True,,0.38710219086318076,0.15990416877390456
loss_arxiv,书籍议会,7.5433280608639315,4.014882143903831,10.88189039659869,True,,0.38710219086318076,0.15990416877390456
loss_arxiv,学术×代码数学,-2.0917998418708392,-3.561204539280084,-0.49290382581462433,True,互补(协同降Loss),0.38710219086318076,0.15990416877390456
loss_arxiv,学术×网页通用,-2.9525418346389394,-4.505772334726898,-1.495008096515326,True,互补(协同降Loss),0.38710219086318076,0.15990416877390456
loss_arxiv,学术×问答对话,-2.066053329567723,-3.075625397373743,-1.0119970132448828,True,互补(协同降Loss),0.38710219086318076,0.15990416877390456
loss_arxiv,学术×法律专利,-3.8300759817727252,-5.313357710792841,-2.2255009057944886,True,互补(协同降Loss),0.38710219086318076,0.15990416877390456
loss_arxiv,学术×书籍议会,-6.205290942919248,-11.159116648642783,-0.5577880279889831,True,互补(协同降Loss),0.38710219086318076,0.15990416877390456
loss_arxiv,代码数学×网页通用,-0.7351520909723824,-2.4113302989317313,0.9855687780323161,False,不显著,0.38710219086318076,0.15990416877390456
loss_arxiv,代码数学×问答对话,-1.7479352035789668,-3.161653780218459,-0.33187264752937373,True,互补(协同降Loss),0.38710219086318076,0.15990416877390456
loss_arxiv,代码数学×法律专利,-2.678763666321675,-4.662523378979176,-0.7126872609496705,True,互补(协同降Loss),0.38710219086318076,0.15990416877390456
loss_arxiv,代码数学×书籍议会,-2.0229299315422042,-7.427094963332785,2.5602716156288468,False,不显著,0.38710219086318076,0.15990416877390456
loss_arxiv,网页通用×问答对话,-2.832882352733804,-4.2002449077334525,-1.2853218692947646,True,互补(协同降Loss),0.38710219086318076,0.15990416877390456
loss_arxiv,网页通用×法律专利,-1.2409233443697314,-3.2706833954545806,1.0338258814682184,False,不显著,0.38710219086318076,0.15990416877390456
loss_arxiv,网页通用×书籍议会,-3.03795548248073,-8.707598698000716,2.5346487405386684,False,不显著,0.38710219086318076,0.15990416877390456
loss_arxiv,问答对话×法律专利,-5.4734375534552795,-7.60178551775496,-3.225695582125004,True,互补(协同降Loss),0.38710219086318076,0.15990416877390456
loss_arxiv,问答对话×书籍议会,-4.929732288882598,-9.239501695331716,-0.4443794576021308,True,互补(协同降Loss),0.38710219086318076,0.15990416877390456
loss_arxiv,法律专利×书籍议会,-2.3913594196107266,-8.112169697582864,4.364438886020888,False,不显著,0.38710219086318076,0.15990416877390456
loss_wikipedia_en,学术,6.380806495097568,6.287383204813063,6.465950974115215,True,,0.6836397427591071,0.6823548997447881
loss_wikipedia_en,代码数学,6.799929803972347,6.5960569499223345,6.966763550708041,True,,0.6836397427591071,0.6823548997447881
loss_wikipedia_en,网页通用,5.7350525113364945,5.564759084531907,5.9277193247886615,True,,0.6836397427591071,0.6823548997447881
loss_wikipedia_en,问答对话,6.507288592657459,6.3977662747401824,6.609706459937419,True,,0.6836397427591071,0.6823548997447881
loss_wikipedia_en,法律专利,6.385545790605668,6.2172347280907605,6.520287961133336,True,,0.6836397427591071,0.6823548997447881
loss_wikipedia_en,书籍议会,6.7599324770099365,5.238092190859443,8.194247056536973,True,,0.6836397427591071,0.6823548997447881
loss_wikipedia_en,学术×代码数学,-0.8821282532453393,-1.5807083115224472,-0.3167823629833079,True,互补(协同降Loss),0.6836397427591071,0.6823548997447881
loss_wikipedia_en,学术×网页通用,-3.8472794411711373,-4.537538524439659,-3.2731257763036536,True,互补(协同降Loss),0.6836397427591071,0.6823548997447881
loss_wikipedia_en,学术×问答对话,-1.0209099759115092,-1.5715945572856527,-0.5780075842642257,True,互补(协同降Loss),0.6836397427591071,0.6823548997447881
loss_wikipedia_en,学术×法律专利,-0.3406219665116647,-0.8040137333910697,0.14067414597245081,False,不显著,0.6836397427591071,0.6823548997447881
loss_wikipedia_en,学术×书籍议会,-2.3503163812666354,-4.432664272829189,-0.41691646379818503,True,互补(协同降Loss),0.6836397427591071,0.6823548997447881
loss_wikipedia_en,代码数学×网页通用,-4.125939399748348,-5.151501459252327,-3.169647674215563,True,互补(协同降Loss),0.6836397427591071,0.6823548997447881
loss_wikipedia_en,代码数学×问答对话,-1.3669909010029513,-2.1217492305380965,-0.5237325052347195,True,互补(协同降Loss),0.6836397427591071,0.6823548997447881
loss_wikipedia_en,代码数学×法律专利,-0.930953430261509,-1.68312870077399,-0.11798543242299867,True,互补(协同降Loss),0.6836397427591071,0.6823548997447881
loss_wikipedia_en,代码数学×书籍议会,-1.141076244851836,-3.483614636786378,1.1061500550636747,False,不显著,0.6836397427591071,0.6823548997447881
loss_wikipedia_en,网页通用×问答对话,-3.560180385196066,-4.663587308656365,-2.7291022758046526,True,互补(协同降Loss),0.6836397427591071,0.6823548997447881
loss_wikipedia_en,网页通用×法律专利,-3.529519083420049,-4.336549915875462,-2.7875036019158475,True,互补(协同降Loss),0.6836397427591071,0.6823548997447881
