index,Q_mix_partial,covered_share,set
1,0.1600360470569839,0.209,train_1M
2,0.3244928820066573,0.439879759519038,train_1M
3,0.5623667038685685,0.683,train_1M
4,0.5331706411591546,0.7262737262737264,train_1M
5,0.5936504070746655,0.7712287712287713,train_1M
6,0.5740149198551189,0.7247247247247247,train_1M
7,0.03939665788948365,0.052000000000000005,train_1M
8,0.30509064964020566,0.5705705705705706,train_1M
9,0.12695417231545214,0.169,train_1M
10,0.04631719149416851,0.061,train_1M
11,0.5479418976478745,0.9970000000000001,train_1M
12,0.47820437679530214,0.8046092184368737,train_1M
13,0.004732380779303167,0.008,train_1M
14,0.3940775848168661,0.5284715284715283,train_1M
15,0.5465175365728792,0.7304609218436874,train_1M
16,0.31979077408596585,0.44000000000000006,train_1M
17,0.6476084243258914,0.8628628628628628,train_1M
18,0.12517793857344456,0.16916916916916916,train_1M
19,0.27109716934348727,0.39739739739739743,train_1M
20,0.2104614918322496,0.27799999999999997,train_1M
21,0.6193323730591629,0.7542457542457541,train_1M
22,0.4994217117571288,0.698,train_1M
23,0.1414854620255984,0.197,train_1M
24,0.3886155891830828,0.7187187187187187,train_1M
25,0.578416566507853,0.8558558558558559,train_1M
26,0.3274885585425134,0.4004004004004003,train_1M
27,0.3745065622441975,0.5720000000000001,train_1M
28,0.4921703810047615,0.7457457457457457,train_1M
29,0.2326486583027264,0.3036963036963037,train_1M
30,0.3164031317371577,0.4215784215784216,train_1M
31,0.46817234809065444,0.612,train_1M
32,0.5093816673683358,0.9519519519519518,train_1M
33,0.5850791830817162,0.786,train_1M
34,0.6184849645569523,0.8581418581418582,train_1M
35,0.33428761349335034,0.445,train_1M
36,0.6256445015526375,0.7757757757757757,train_1M
37,0.10440934022855437,0.14328657314629256,train_1M
38,0.021447480590627236,0.03203203203203203,train_1M
39,0.37327879798033536,0.509,train_1M
40,0.34882485334404567,0.6013986013986012,train_1M
41,0.6484470372361423,0.889,train_1M
42,0.31619751753577185,0.43456543456543445,train_1M
43,0.5269889302550032,0.6663336663336664,train_1M
44,0.2539962457452237,0.3949999999999999,train_1M
45,0.7928105653415283,0.975024975024975,train_1M
46,0.14478449851220132,0.19980019980019975,train_1M
47,0.0,0.0,train_1M
48,0.37444550818021094,0.48700000000000004,train_1M
49,0.6707292412429819,0.872,train_1M
50,0.48517510270070713,0.598,train_1M
51,0.7286731397813259,0.9959959959959959,train_1M
52,0.5326255760891129,0.8708708708708707,train_1M
53,0.3718933154995299,0.6816816816816816,train_1M
54,0.08727351457199219,0.1068931068931069,train_1M
55,0.6355142916004868,0.979,train_1M
56,0.31348641326801957,0.4111776447105787,train_1M
57,0.1063291280055866,0.13886113886113888,train_1M
58,0.12275204178046716,0.16699999999999998,train_1M
59,0.31421187111747295,0.3913913913913914,train_1M
60,0.6789154716845676,0.8720000000000001,train_1M
61,0.5995870576413895,0.8758758758758759,train_1M
62,0.3238645770643013,0.42500000000000004,train_1M
63,0.6589588415359419,0.8840000000000001,train_1M
64,0.5239855424936181,0.6423576423576423,train_1M
65,0.14389426099321023,0.189,train_1M
66,0.1200442258217793,0.1598401598401598,train_1M
67,0.15548451127427335,0.23276723276723274,train_1M
68,0.23814007553615907,0.31500000000000006,train_1M
69,0.0008237810851174489,0.001,train_1M
70,0.0878913500645438,0.117,train_1M
71,0.38876126113126425,0.543,train_1M
72,0.2606372612793221,0.356,train_1M
73,0.43967509800291427,0.6933066933066934,train_1M
74,0.6688510587448524,0.8298298298298298,train_1M
75,0.4227267240872542,0.653,train_1M
76,0.6895989039013007,0.9729729729729729,train_1M
77,0.37095235736569016,0.596,train_1M
78,0.6294235152204877,0.908,train_1M
79,0.6683234911674314,0.8260000000000001,train_1M
80,0.15895580094767467,0.22300000000000003,train_1M
81,0.45378384733013855,0.74,train_1M
82,0.013666892093591315,0.018000000000000002,train_1M
83,0.7452069686895592,0.991991991991992,train_1M
84,0.41485329360311185,0.5374625374625375,train_1M
85,0.5483147766804768,0.7572427572427572,train_1M
86,0.14676909294963844,0.2064128256513026,train_1M
87,0.5807882018379582,0.7632367632367634,train_1M
88,0.7633123555553915,0.988,train_1M
89,0.2611376121642969,0.3993993993993994,train_1M
90,0.6074098292211573,0.7677677677677677,train_1M
91,0.6651021114300861,0.8708708708708708,train_1M
92,0.3007832862582918,0.43743743743743746,train_1M
93,0.497292988706269,0.7597597597597597,train_1M
94,0.6157013019133699,0.8320000000000001,train_1M
95,0.15780049838171967,0.22922922922922917,train_1M
96,0.7327430977315212,0.9259259259259258,train_1M
97,0.2893148200622799,0.38123752495009977,train_1M
98,0.19789977435147632,0.26473526473526465,train_1M
99,0.317870876864334,0.41658341658341663,train_1M
100,0.4104882653697095,0.5205205205205204,train_1M
101,0.4638835917368984,0.6543456543456543,train_1M
102,0.16485352334765355,0.23800000000000002,train_1M
103,0.048536793654125256,0.06393606393606394,train_1M
104,0.7067429421222297,0.957,train_1M
105,0.32584798638573265,0.4895104895104894,train_1M
106,0.3217913389167107,0.47047047047047047,train_1M
107,0.5211872144653178,0.6913086913086914,train_1M
108,0.06453935897906167,0.0859140859140859,train_1M
109,0.42816482704948217,0.7292707292707292,train_1M
110,0.16993986556441956,0.318,train_1M
111,0.6729409191072393,0.9219219219219219,train_1M
112,0.1247117584832995,0.15315315315315314,train_1M
113,0.7372980307503286,0.981,train_1M
114,0.582200744467903,0.8008008008008007,train_1M
115,0.541788459405194,0.8068068068068067,train_1M
116,0.6587578193698306,0.912,train_1M
117,0.5072771706967527,0.8770000000000001,train_1M
118,0.5027160861816491,0.6703296703296704,train_1M
119,0.6055433544196851,0.9010989010989011,train_1M
120,0.6619223123734665,0.916,train_1M
121,0.5231867385489318,0.7652347652347652,train_1M
122,0.30098571607691127,0.42199999999999993,train_1M
123,0.3224518504273975,0.44955044955044965,train_1M
124,0.6268807613855404,0.7682317682317683,train_1M
125,0.12832009526263669,0.1721721721721722,train_1M
126,0.001818186571183291,0.003,train_1M
127,0.6343184559615759,0.8698698698698698,train_1M
128,0.16091882171501184,0.222,train_1M
129,0.5253279534521477,0.6796796796796796,train_1M
130,0.23160819513556088,0.31931931931931923,train_1M
131,0.0007664892023937043,0.001001001001001001,train_1M
132,0.5272933494410584,0.7909999999999999,train_1M
133,0.22138860282003345,0.2935871743486974,train_1M
134,0.12864945244678458,0.17800000000000002,train_1M
135,0.5673922583078375,0.7117117117117117,train_1M
136,0.19045735269815736,0.26326326326326327,train_1M
137,0.2555361548488249,0.33866133866133863,train_1M
138,0.647732271465217,0.89,train_1M
139,0.5148335939896729,0.7110000000000001,train_1M
140,0.16762756051291627,0.22277722277722273,train_1M
141,0.20842172391785183,0.272,train_1M
142,0.22125028167759328,0.29158316633266534,train_1M
143,0.25099933687996256,0.3453453453453453,train_1M
144,0.22521284414494988,0.3306613226452905,train_1M
145,0.0022558802408701984,0.003003003003003003,train_1M
146,0.11204664603809304,0.14985014985014983,train_1M
147,0.015862458082294504,0.021,train_1M
148,0.4641566048473449,0.6316316316316316,train_1M
149,0.25674059682530026,0.3506493506493507,train_1M
150,0.49544235630000333,0.8540000000000001,train_1M
151,0.3600468294612972,0.47447447447447444,train_1M
152,0.02123348095278519,0.029,train_1M
153,0.18896631482758125,0.29000000000000004,train_1M
154,0.3797171794800142,0.617,train_1M
155,0.5874332224657762,0.7797797797797797,train_1M
156,0.313617966331214,0.527,train_1M
157,0.5016143905443511,0.6743256743256743,train_1M
158,0.727443557316851,0.993,train_1M
159,0.26200081249010154,0.3363363363363363,train_1M
160,0.3213116876079039,0.4214214214214214,train_1M
161,0.5256820941857892,0.9359359359359358,train_1M
162,0.6992625056199406,0.9339999999999999,train_1M
163,0.6225881496469181,0.8018018018018018,train_1M
164,0.7395697910796678,0.9469469469469468,train_1M
165,0.391476334980631,0.5190380761523046,train_1M
166,0.4301265924692599,0.5955955955955956,train_1M
167,0.0035383217063258616,0.005,train_1M
168,0.6727699336317079,0.8718718718718719,train_1M
169,0.6139840940257345,0.821,train_1M
170,0.25488343052523066,0.39321357285429137,train_1M
171,0.0,0.0,train_1M
172,0.31537300229758536,0.4135864135864135,train_1M
173,0.45919835228134004,0.6107784431137724,train_1M
174,0.44589904667273417,0.6096096096096095,train_1M
175,0.1402478591736765,0.194,train_1M
176,0.5539865592917869,0.7717717717717718,train_1M
177,0.3652903507236926,0.486,train_1M
178,0.6870305191854209,0.951048951048951,train_1M
179,0.5131288043376354,0.7294589178356713,train_1M
180,0.42861724576533766,0.5705705705705706,train_1M
181,0.224022433168926,0.2992992992992993,train_1M
182,0.10557126458547542,0.13586413586413584,train_1M
183,0.5731557372774329,0.7402597402597404,train_1M
184,0.3932896511138082,0.5235235235235235,train_1M
185,0.5011366843091333,0.82,train_1M
186,0.16696775639925854,0.2225548902195609,train_1M
187,0.08524350156758174,0.10689310689310691,train_1M
188,0.3605516136266064,0.44300000000000006,train_1M
189,0.7062082059620971,0.94,train_1M
190,0.22787714093261072,0.31031031031031026,train_1M
191,0.4666823127538534,0.7877877877877878,train_1M
192,0.3617698510360701,0.5700000000000001,train_1M
193,0.7407466493849197,0.9990000000000001,train_1M
194,0.7136727230899078,0.960960960960961,train_1M
195,0.6548004813846545,0.9050949050949051,train_1M
196,0.5137336653991063,0.6383616383616383,train_1M
197,0.2815475213337975,0.4085914085914085,train_1M
198,0.09364283422806491,0.13627254509018033,train_1M
199,0.7449410550229215,0.995,train_1M
200,0.08338472481060802,0.11899999999999997,train_1M
201,0.5467009846710801,0.7817817817817818,train_1M
202,0.7192684123979711,0.949,train_1M
203,0.0421097644962437,0.05605605605605605,train_1M
204,0.4387531837504708,0.5854145854145854,train_1M
205,0.42967860643754296,0.7945891783567133,train_1M
206,0.4027591071973784,0.7092907092907091,train_1M
207,0.5842837545152382,0.916,train_1M
208,0.502056176244096,0.6683316683316683,train_1M
209,0.028030484650296287,0.036000000000000004,train_1M
210,0.5545276910787205,0.7707707707707707,train_1M
211,0.1552772335876144,0.24424424424424426,train_1M
212,0.5680830062451122,0.7232767232767233,train_1M
213,0.11908632771847606,0.157,train_1M
214,0.2709861660751562,0.3559999999999999,train_1M
215,0.587091139287108,0.7972027972027971,train_1M
216,0.585281362100003,0.7392607392607391,train_1M
217,0.5494697086703213,0.673,train_1M
218,0.5012520406965562,0.624,train_1M
219,0.32077745467504876,0.43599999999999994,train_1M
220,0.5527660267454361,0.832,train_1M
221,0.5244671095472588,0.7040000000000001,train_1M
222,0.4611412208768321,0.863136863136863,train_1M
223,0.012239324086973995,0.015984015984015984,train_1M
224,0.44396399904397765,0.591,train_1M
225,0.12044699267723827,0.16483516483516486,train_1M
226,0.303241516305171,0.47347347347347346,train_1M
227,0.1478517352915088,0.20579420579420582,train_1M
228,0.6021750698337797,0.803,train_1M
229,0.23685213920929393,0.318,train_1M
230,0.265185308362776,0.3233233233233233,train_1M
231,0.150992832162165,0.201,train_1M
232,0.5051692646019104,0.6856856856856857,train_1M
233,0.33677922052658854,0.4844844844844844,train_1M
234,0.6088715244948111,0.8131868131868132,train_1M
235,0.09636544694102166,0.179,train_1M
236,0.4942805792881195,0.6693306693306694,train_1M
237,0.6999020144675593,0.852,train_1M
238,0.04164838685802641,0.05505505505505506,train_1M
239,0.7000655418919032,0.905905905905906,train_1M
240,0.09394455880516658,0.12499999999999997,train_1M
241,0.6723583047271898,0.916,train_1M
242,0.2705220108334086,0.36000000000000004,train_1M
243,0.5088914597587397,0.6276276276276276,train_1M
244,0.42280790301015286,0.5535535535535535,train_1M
245,0.11429086823681595,0.1783567134268537,train_1M
246,0.31972654948536405,0.454,train_1M
247,0.4230340747964139,0.6126126126126127,train_1M
248,0.5812179896149665,0.782,train_1M
249,0.0329041364089689,0.043956043956043966,train_1M
250,0.5625843568179234,0.6833166833166835,train_1M
251,0.29288558479222987,0.549,train_1M
252,0.5528188029801536,0.7487487487487486,train_1M
253,0.13995632037940003,0.17800000000000005,train_1M
254,0.09797282595803462,0.131,train_1M
255,0.02396963759663518,0.031,train_1M
256,0.5983073984046927,0.8089999999999999,train_1M
257,0.6365570875401158,0.8483033932135728,train_1M
258,0.7009913058370342,0.9150849150849151,train_1M
259,0.06288503915529729,0.08508508508508507,train_1M
260,0.6919738077184728,0.857,train_1M
261,0.4673168449277398,0.6336336336336336,train_1M
262,0.012901169380400004,0.017,train_1M
263,0.17055303210876044,0.2237762237762238,train_1M
264,0.32106531484172196,0.4021956087824351,train_1M
265,0.7166034601398288,0.976,train_1M
266,0.605876861311393,0.9500000000000001,train_1M
267,0.07743542200104019,0.094,train_1M
268,0.16626480416706393,0.2432432432432432,train_1M
269,0.0,0.0,train_1M
270,0.17210851605823657,0.255,train_1M
271,0.6080902340742472,0.809,train_1M
272,0.4904882572883791,0.655,train_1M
273,0.7270497929043809,0.969,train_1M
274,0.4303705619162775,0.724,train_1M
275,0.4212792247321993,0.5135135135135135,train_1M
276,0.7430177155860376,0.993,train_1M
277,0.13150496481565538,0.175,train_1M
278,0.7462364045131082,0.994,train_1M
279,0.0531216083550011,0.06999999999999999,train_1M
280,0.3213003879923512,0.437875751503006,train_1M
281,0.45509575665983026,0.579,train_1M
282,0.08123562984835657,0.10700000000000001,train_1M
283,0.7271556334767586,0.9010989010989012,train_1M
284,0.44173802580839877,0.7305389221556887,train_1M
285,0.413541687097744,0.5035035035035035,train_1M
286,0.06538067578884234,0.08991008991008989,train_1M
287,0.5362002685931366,0.8659999999999999,train_1M
288,0.5372363942913122,0.7532467532467533,train_1M
289,0.2667137364095047,0.3596403596403597,train_1M
290,0.041200329867685404,0.05500000000000001,train_1M
291,0.004502745975283374,0.005994005994005996,train_1M
292,0.6897824843564758,0.955,train_1M
293,0.0733979511572546,0.09909909909909911,train_1M
294,0.08045972859103707,0.10710710710710711,train_1M
295,0.6073024002404452,0.7732267732267732,train_1M
296,0.1563844988114961,0.1901901901901902,train_1M
297,0.34495228861994826,0.44600000000000006,train_1M
298,0.47912409697974945,0.6636636636636635,train_1M
299,0.49295405778237866,0.68,train_1M
300,0.7432116775909919,0.9021956087824353,train_1M
301,0.5810347034170651,0.763236763236763,train_1M
302,0.2912187552741976,0.3813813813813814,train_1M
303,0.7120497615411341,0.9229229229229228,train_1M
304,0.25279813960944936,0.3093093093093093,train_1M
305,0.23420887141834656,0.437,train_1M
306,0.15501535970367658,0.20641282565130256,train_1M
307,0.47638156313408153,0.5810000000000001,train_1M
308,0.1379974267207812,0.18418418418418417,train_1M
309,0.3021729674826061,0.4184184184184184,train_1M
310,0.7217202965067875,0.9409409409409408,train_1M
311,0.29954042300743344,0.4079999999999999,train_1M
312,0.035716326679228576,0.04804804804804805,train_1M
313,0.49541237666850346,0.609,train_1M
314,0.40246272517217146,0.539,train_1M
315,0.02124481603754074,0.027972027972027975,train_1M
316,0.2776511733613771,0.3683683683683684,train_1M
317,0.032934779910649754,0.05805805805805806,train_1M
318,0.6332918633168982,0.771,train_1M
319,0.26320147818502915,0.3646353646353646,train_1M
320,0.5608848936002636,0.6866866866866865,train_1M
321,0.5529439482563576,0.6766766766766765,train_1M
322,0.5442541278271775,0.7492507492507492,train_1M
323,0.21787590177652139,0.385,train_1M
324,0.46837644057670424,0.6263736263736265,train_1M
325,0.013840705055104749,0.02202202202202202,train_1M
326,0.6022627808589918,0.811,train_1M
327,0.367148096980775,0.531,train_1M
328,0.5297548009083501,0.993,train_1M
329,0.007632060394441507,0.013000000000000001,train_1M
330,0.07449538556943275,0.1078921078921079,train_1M
331,0.05069443234591626,0.07500000000000001,train_1M
332,0.26710748724934963,0.4815184815184816,train_1M
333,0.16889563317126438,0.21021021021021022,train_1M
334,0.4927122289957224,0.6499999999999999,train_1M
335,0.5000693673254355,0.8971028971028971,train_1M
336,0.1622328599803329,0.228,train_1M
337,0.07809661531585364,0.104,train_1M
338,0.25268949899867016,0.43600000000000005,train_1M
339,0.7272673426846957,0.939060939060939,train_1M
340,0.4703210096746904,0.665,train_1M
341,0.4496589841003172,0.8028028028028028,train_1M
342,0.049798166454725554,0.0880880880880881,train_1M
343,0.43470554625504126,0.6513486513486513,train_1M
344,0.5693169497288122,0.7882117882117884,train_1M
345,0.5069268131741207,0.665,train_1M
346,0.20473084311838913,0.26499999999999996,train_1M
347,0.7181364057991166,0.9559559559559558,train_1M
348,0.5576210706754821,0.9240000000000002,train_1M
349,0.15453491090118665,0.23476523476523473,train_1M
350,0.573959116004071,0.7764471057884234,train_1M
351,0.7037827294292182,0.9170829170829171,train_1M
352,0.22490538225084516,0.302,train_1M
353,0.2787459305589244,0.378,train_1M
354,0.35014265841232334,0.464,train_1M
355,0.5304037363183678,0.7132867132867132,train_1M
356,0.5100708690216156,0.6653346653346652,train_1M
357,0.40929729650905883,0.6090000000000001,train_1M
358,0.4315273703128991,0.5325325325325325,train_1M
359,0.3135648272533178,0.497,train_1M
