index,Q_mix_partial,covered_share,set
1,0.6818649697797711,1.0,train_1M
2,0.6893262979524951,0.9999999999999999,train_1M
3,0.7586054419297219,1.0,train_1M
4,0.7014867204140421,1.0000000000000002,train_1M
5,0.7300518797803321,1.0000000000000002,train_1M
6,0.7428073441764745,1.0,train_1M
7,0.6569107735377989,1.0,train_1M
8,0.6022813143837109,1.0,train_1M
9,0.6560537699518337,1.0,train_1M
10,0.6625850680998907,0.9999999999999999,train_1M
11,0.5684035247477907,1.0,train_1M
12,0.6136806916251902,1.0,train_1M
13,0.6439961104107375,1.0,train_1M
14,0.6943003472246037,0.9999999999999998,train_1M
15,0.7123646731164869,1.0,train_1M
16,0.6830719930277358,1.0,train_1M
17,0.7291741420649421,1.0,train_1M
18,0.668685024338945,1.0,train_1M
19,0.6710594629317692,1.0,train_1M
20,0.6758262099974628,1.0,train_1M
21,0.7670635978055017,0.9999999999999998,train_1M
22,0.690248455097964,1.0,train_1M
23,0.6607418879251871,1.0,train_1M
24,0.5872998191305465,1.0,train_1M
25,0.6681930948178819,1.0,train_1M
26,0.7057431040398505,1.0,train_1M
27,0.6534696614913232,1.0,train_1M
28,0.6600357321423728,1.0,train_1M
29,0.6835952328103899,1.0,train_1M
30,0.6898786231855059,1.0,train_1M
31,0.7160291391690702,1.0,train_1M
32,0.5611530708434839,1.0,train_1M
33,0.7141090823988117,1.0,train_1M
34,0.698334175229829,0.9999999999999999,train_1M
35,0.6960240643843668,1.0,train_1M
36,0.7567935832944495,1.0,train_1M
37,0.666105001605994,0.9999999999999998,train_1M
38,0.6615903230848562,1.0,train_1M
39,0.6927647148371887,1.0,train_1M
40,0.6132273283030504,0.9999999999999998,train_1M
41,0.7073530121105369,1.0,train_1M
42,0.6817952909809808,0.9999999999999998,train_1M
43,0.7365135100397574,1.0000000000000002,train_1M
44,0.6438709936180839,0.9999999999999999,train_1M
45,0.7915869881036828,0.9999999999999999,train_1M
46,0.6658042500480064,1.0,train_1M
47,0.6618252179395143,1.0,train_1M
48,0.6993679915989519,1.0,train_1M
49,0.7451322848589793,1.0,train_1M
50,0.7395313775707111,0.9999999999999999,train_1M
51,0.7151122936716929,0.9999999999999999,train_1M
52,0.6247579727151067,0.9999999999999997,train_1M
53,0.5934665711260239,0.9999999999999999,train_1M
54,0.6779916069768488,1.0,train_1M
55,0.651607602553401,1.0,train_1M
56,0.6958443742544453,0.9999999999999996,train_1M
57,0.6759986372266109,1.0,train_1M
58,0.673602152450183,1.0,train_1M
59,0.6973878414609416,1.0,train_1M
60,0.7458898995910207,1.0,train_1M
61,0.6777795834239189,1.0,train_1M
62,0.6890036443251522,1.0,train_1M
63,0.7219606859289076,1.0,train_1M
64,0.7420510270323392,0.9999999999999999,train_1M
65,0.6801512524149865,1.0,train_1M
66,0.6727928023278732,0.9999999999999999,train_1M
67,0.6628950075648132,1.0,train_1M
68,0.6880642765087196,1.0,train_1M
69,0.6641528323338853,1.0,train_1M
70,0.6518393880652138,1.0,train_1M
71,0.6796207355270427,1.0,train_1M
72,0.6744266531546635,1.0,train_1M
73,0.6458325069435928,1.0,train_1M
74,0.7659098227528899,0.9999999999999999,train_1M
75,0.6507743594484181,1.0,train_1M
76,0.7041360017757041,1.0,train_1M
77,0.6337975220937829,1.0,train_1M
78,0.6873817984830142,1.0,train_1M
79,0.7683455744040183,1.0,train_1M
80,0.6721076598493475,1.0,train_1M
81,0.6292110399449198,1.0,train_1M
82,0.6631623421224586,1.0,train_1M
83,0.7337132120483714,1.0,train_1M
84,0.7128363740250097,1.0000000000000002,train_1M
85,0.6969862584936825,0.9999999999999999,train_1M
86,0.6649786660472345,1.0,train_1M
87,0.7242927125802692,1.0000000000000002,train_1M
88,0.7582318857464232,1.0,train_1M
89,0.6587456914615906,0.9999999999999999,train_1M
90,0.7483433479069406,1.0,train_1M
91,0.7356844524211523,0.9999999999999999,train_1M
92,0.6640895036178219,1.0000000000000002,train_1M
93,0.6529900271327336,1.0,train_1M
94,0.7118755863690264,1.0,train_1M
95,0.6676225260299546,1.0,train_1M
96,0.7643666381133474,1.0,train_1M
97,0.6936609669846711,1.0,train_1M
98,0.680638804475743,1.0,train_1M
99,0.6980975554205623,1.0,train_1M
100,0.7180359150256314,0.9999999999999998,train_1M
101,0.6872139241440051,0.9999999999999999,train_1M
102,0.6612414323147339,1.0,train_1M
103,0.6465941093203662,1.0000000000000002,train_1M
104,0.7197889506663637,1.0,train_1M
105,0.6611063542540329,1.0,train_1M
106,0.6714015689092647,1.0,train_1M
107,0.7120961615193301,1.0000000000000002,train_1M
108,0.6684215849027513,1.0,train_1M
109,0.6166272367015976,0.9999999999999998,train_1M
110,0.6155865107690778,0.9999999999999999,train_1M
111,0.7097230933222466,1.0,train_1M
112,0.6783835255036492,1.0,train_1M
113,0.7332119296174416,1.0,train_1M
114,0.6986206452594615,1.0,train_1M
115,0.6685484646543817,0.9999999999999998,train_1M
116,0.7014180765166375,1.0,train_1M
117,0.6006804674672445,1.0,train_1M
118,0.7078317959420783,1.0000000000000002,train_1M
119,0.6721317098489726,1.0,train_1M
120,0.7030418364167785,1.0,train_1M
121,0.6769980633617391,0.9999999999999999,train_1M
122,0.6776772992641421,0.9999999999999999,train_1M
123,0.6720058747085075,1.0000000000000002,train_1M
124,0.7660848766767269,0.9999999999999999,train_1M
125,0.6641152793165596,1.0,train_1M
126,0.6616018466906984,1.0,train_1M
127,0.706466269795274,1.0,train_1M
128,0.6711507153138339,1.0,train_1M
129,0.7221921042454206,0.9999999999999999,train_1M
130,0.6787331625417518,0.9999999999999998,train_1M
131,0.6425850311339875,1.0,train_1M
132,0.6605996658085682,1.0,train_1M
133,0.6793771193743797,1.0,train_1M
134,0.6584421166951475,1.0,train_1M
135,0.743221075274689,1.0,train_1M
136,0.6751999433093897,1.0000000000000002,train_1M
137,0.6898147036575013,0.9999999999999999,train_1M
138,0.705763533549355,1.0,train_1M
139,0.6999526089297875,1.0,train_1M
140,0.6657677710346974,0.9999999999999998,train_1M
141,0.6813297682446684,1.0,train_1M
142,0.6829658899482611,1.0,train_1M
143,0.6789308252559878,0.9999999999999998,train_1M
144,0.6567876221258403,0.9999999999999999,train_1M
145,0.643166720719395,1.0,train_1M
146,0.6728040482514568,0.9999999999999999,train_1M
147,0.657013731910306,1.0,train_1M
148,0.6963716002506316,1.0,train_1M
149,0.6748408192000044,1.0000000000000002,train_1M
150,0.6017341136440304,1.0,train_1M
151,0.6988048577444201,1.0,train_1M
152,0.6616022911271191,1.0,train_1M
153,0.6560090872911082,1.0,train_1M
154,0.6369292109080275,1.0,train_1M
155,0.7199816716559027,1.0,train_1M
156,0.6228821728779336,1.0,train_1M
157,0.7051229551554372,0.9999999999999999,train_1M
158,0.7159078235283917,1.0,train_1M
159,0.697201937147253,1.0,train_1M
160,0.6979501752306946,0.9999999999999999,train_1M
161,0.5833563472104403,0.9999999999999999,train_1M
162,0.7271649322610765,1.0,train_1M
163,0.7400394453116537,1.0,train_1M
164,0.7587628940241736,0.9999999999999998,train_1M
165,0.696470082566325,1.0,train_1M
166,0.689088150176715,1.0,train_1M
167,0.6607458070102993,1.0,train_1M
168,0.7425685455765617,1.0,train_1M
