q0,q1,q2
0.5482307205206648,0.38218748466994784,0.9712236636599626
0.525297302041321,0.3518874557741863,0.8972769223668058
0.5270778010208416,0.3785351894907265,0.8965520501691501
0.5569735096446442,0.38483831443417904,0.9683066954122979
0.5704063029516949,0.367279346716553,0.9896768682605758
0.5533559710334987,0.34688485421817183,0.8839341972593262
0.6026663357638177,0.3528336101443211,1.0214351233667323
0.564818061896239,0.3281782987481661,0.9402474822353992
0.522099684807187,0.39592666849925984,0.9739297026728094
0.5544256858253879,0.3601953418640775,0.984304725160804
0.546298893257867,0.3776962013319585,0.9265551393864405
0.5479429588778987,0.3614346488346132,0.9452035768575796
0.534054560247731,0.38277804800180415,0.959431856013905
0.5243800989303757,0.35318174651486406,0.9083380144058184
0.5672421098893945,0.36873148830960534,1.050756538333417
0.5326946772069773,0.36654253070153536,0.9280358282668014
0.5718281879794882,0.34779145104635534,1.0150953818535013
0.529461676502577,0.38308694830458173,0.9628850980573719
0.5235190559680976,0.38113861043430564,0.9669238048135846
0.5581971970092424,0.35644193260294954,0.915865268789506
0.5158003919830481,0.3859278871284734,0.9127149728166616
0.5888050045940106,0.32183494232235305,0.9987143847512796
0.5584576489919746,0.33610714294260335,0.8638245341769601
0.5747968766101754,0.34627337302536715,0.9644078656296329
0.5441848225017845,0.37877471404475893,0.9841140761466618
0.5544230135426004,0.3785123715239445,1.002454410443159
0.5476660209323159,0.3652724403765357,0.9570884033812795
0.5609346456077433,0.35658636003561694,0.9774261465036289
0.5379616674383919,0.38470882937851614,0.9571100216687698
0.5509047890288925,0.3442772458104301,0.9667727205163601
0.5692000646552173,0.3362913365161298,0.9681416309456196
0.5920848484787149,0.3549906958726232,0.9982425464730665
0.5208302511932787,0.39123081898546463,0.9236170740292186
0.5504682355209144,0.36186674136658153,0.9181353486369962
0.5392229817519847,0.36617615887579474,0.9726349936700996
0.5721824813654994,0.3504652466277706,0.9582908541757011
0.5718523670694297,0.370059675600961,0.9874637602799698
0.5254607334235166,0.37475060091413126,0.8977864816697666
0.5812470637834726,0.34614267081959654,1.0128346130422867
0.5280697018829672,0.40685824332301057,0.978034761815477
0.5551184925858847,0.37043734602036205,0.982225674676166
0.5261995273110995,0.36400464436135876,0.957090845051353
0.5344239115547682,0.38518095349162174,0.9352986459546715
0.5510346239815368,0.4169918705889669,1.0670195486209284
0.5529842619983556,0.35773994934626413,0.9298435686789691
0.5635636583425423,0.32659586842506527,0.9402952558971003
0.5763290143614036,0.3418352731364758,1.0125688598781517
0.5402566068302083,0.3981971424608646,0.994048054089403
0.5515357222683103,0.35016959778554335,0.9016450165112555
0.5527209413411974,0.3404978884249864,0.961264380422533
0.5385928621865856,0.35939548772832913,0.922494535596678
0.55326315856792,0.34146882978841464,0.9133578618705926
0.5055410808336415,0.3903458521825337,0.9015519160260238
0.5352821696677696,0.35606013124008773,0.9109615630671984
0.5525187146530908,0.3312222744590418,0.8943882640544274
0.5724731481155731,0.367365782385561,0.9923590521383241
0.5383368417122205,0.37448892026214703,0.968872820857737
0.5389831453748605,0.37067082896797743,0.9728584864745018
0.5710848126217414,0.3367138982639824,0.93005940303256
0.5428578403570447,0.38704313280646924,0.9535577837331504
0.5426719584648498,0.3857588809413127,0.9530367785033941
0.5548377969243129,0.34591333803295665,0.9502433658687012
0.5617054486238303,0.3700117235119439,0.9635408198852947
0.5441583370060715,0.3533681660564368,0.9396838568709809
0.5095913741950385,0.4075973058560824,0.931124805167257
0.5083464546091209,0.41808163678459664,0.9489306199924386
0.5568641021114148,0.34256602556409194,0.8812907796196632
0.5512900634260963,0.3690320660214798,0.9567039929467509
0.5293677535071856,0.3867076677615507,0.9734600216893275
0.5658951291449352,0.369619933366608,0.9980634765268734
0.5229701990794461,0.37720699089890464,0.8860861146036186
0.5968419689536052,0.3403950096758332,0.9740188782419207
0.5451218780589504,0.3516655458369377,0.8926740266224211
0.5538577841353132,0.39638860787451985,1.0296647534696806
0.5650467094712627,0.3705749713492065,0.9950089457453828
0.5442955397492635,0.3728959322912182,0.9748352608050788
0.5447196033865972,0.4067134901688885,1.0062359606273843
0.5546682633717499,0.3717721307489291,0.9844524288229959
0.5426903469505263,0.3523820808179908,0.9179459269334564
0.5610923920762209,0.36019870419054006,0.963052149274213
0.5317776381326801,0.3953805676361224,0.9601211428036096
0.5431966292829291,0.34617290746950924,0.8989603611216598
0.5771822519446347,0.33837327971742204,0.9678096239620797
0.5526496646122768,0.37516931391016356,0.9998179207097799
0.5582795751160504,0.353156141007262,0.9618663071278754
0.5425180823513027,0.3615610164040368,0.9182329421883012
0.560838324701356,0.36086732881461414,0.9531180796497902
0.5417360719717722,0.3778174961654886,0.9521444138595391
0.5263029229512111,0.39274579394985953,0.933144313445224
0.5535688649849093,0.39001192075312463,1.0068100995933118
0.5395681712836383,0.36935661743822457,0.9706754829063822
0.5338161836631179,0.3844295453113859,0.9108399321534496
0.5591930827330449,0.37844993897088164,1.0159404569488397
0.5433107907283056,0.3664211340921212,0.897384108672123
0.5481452678853759,0.3458047341002162,0.9003500756113756
0.5405052334758594,0.36739471630938697,0.9842442100588061
0.5581447280025055,0.340801274019454,0.9174153154825654
0.5372425616778905,0.3615919436432463,0.8981763036035527
0.5503110719916079,0.3773065019250978,0.9708489665133581
0.5094224911371953,0.36772396798662804,0.8740140672583231
