target,term,coef,ci_low,ci_high,significant,interpretation,in_sample_R2,test1M_R2_train_only
L_avg,学术,5.92944444540241,5.846917376655341,6.00657827763674,True,,0.5724683003668591,0.5222819972454666
L_avg,代码数学,6.093935435883804,5.981511479827431,6.2465823330660495,True,,0.5724683003668591,0.5222819972454666
L_avg,网页通用,5.756080109279694,5.696798808065787,5.823947620584216,True,,0.5724683003668591,0.5222819972454666
L_avg,问答对话,5.8185459253097935,5.736648366454723,5.920938253702915,True,,0.5724683003668591,0.5222819972454666
L_avg,法律专利,6.146958096189525,5.940822653378056,6.307575760145238,True,,0.5724683003668591,0.5222819972454666
L_avg,书籍议会,6.690207139095048,5.79469945539616,7.6043695689093544,True,,0.5724683003668591,0.5222819972454666
L_avg,学术×代码数学,-2.950222013116738,-3.4681295393781415,-2.550261538878458,True,互补(协同降Loss),0.5724683003668591,0.5222819972454666
L_avg,学术×网页通用,-1.941729494163299,-2.287567505412869,-1.5702735742613032,True,互补(协同降Loss),0.5724683003668591,0.5222819972454666
L_avg,学术×问答对话,-2.7696385904375758,-3.121803457604324,-2.410704504889714,True,互补(协同降Loss),0.5724683003668591,0.5222819972454666
L_avg,学术×法律专利,-2.022546173198608,-2.463778316119641,-1.508727759563488,True,互补(协同降Loss),0.5724683003668591,0.5222819972454666
L_avg,学术×书籍议会,-3.2975200041421773,-4.785962727215148,-1.8962852460494624,True,互补(协同降Loss),0.5724683003668591,0.5222819972454666
L_avg,代码数学×网页通用,-2.429377348219599,-3.0040516667807826,-1.988971881309174,True,互补(协同降Loss),0.5724683003668591,0.5222819972454666
L_avg,代码数学×问答对话,-1.5481350602106514,-2.1560883510247675,-1.0760661734898533,True,互补(协同降Loss),0.5724683003668591,0.5222819972454666
L_avg,代码数学×法律专利,-2.8410796287801987,-3.5803744307541687,-2.0845967691868474,True,互补(协同降Loss),0.5724683003668591,0.5222819972454666
L_avg,代码数学×书籍议会,-3.0432870121451336,-4.451484489952567,-1.7289723470147513,True,互补(协同降Loss),0.5724683003668591,0.5222819972454666
L_avg,网页通用×问答对话,-2.622296395734891,-3.142312749944086,-2.1995792282850304,True,互补(协同降Loss),0.5724683003668591,0.5222819972454666
L_avg,网页通用×法律专利,-1.7599805560012167,-2.271258363125086,-1.2359568917050032,True,互补(协同降Loss),0.5724683003668591,0.5222819972454666
L_avg,网页通用×书籍议会,-2.213940697904751,-3.610680324449996,-0.9713824536735031,True,互补(协同降Loss),0.5724683003668591,0.5222819972454666
L_avg,问答对话×法律专利,-3.3386018201854517,-4.079311164318323,-2.6845523734104964,True,互补(协同降Loss),0.5724683003668591,0.5222819972454666
L_avg,问答对话×书籍议会,-3.8452590644565916,-5.1505918001340545,-2.4133107912341982,True,互补(协同降Loss),0.5724683003668591,0.5222819972454666
L_avg,法律专利×书籍议会,-3.1561885856947915,-4.603655417275849,-1.3570956651071664,True,互补(协同降Loss),0.5724683003668591,0.5222819972454666
loss_pile_cc,学术,6.196625743482814,6.133706053551415,6.249456297335135,True,,0.7829017506423227,0.754415157764036
loss_pile_cc,代码数学,6.402299988301115,6.305073933291711,6.514297949160116,True,,0.7829017506423227,0.754415157764036
loss_pile_cc,网页通用,5.326090160214446,5.269027936489782,5.390188403073117,True,,0.7829017506423227,0.754415157764036
loss_pile_cc,问答对话,6.063620103126967,6.0028330451939915,6.125971465463561,True,,0.7829017506423227,0.754415157764036
loss_pile_cc,法律专利,6.017183014216621,5.953538652701663,6.079222385180579,True,,0.7829017506423227,0.754415157764036
loss_pile_cc,书籍议会,6.317606404110927,5.698461161096812,6.85792846192514,True,,0.7829017506423227,0.754415157764036
loss_pile_cc,学术×代码数学,-0.6302711846242955,-0.9497251606718022,-0.31678210681551316,True,互补(协同降Loss),0.7829017506423227,0.754415157764036
loss_pile_cc,学术×网页通用,-1.5267855633580443,-1.8803537746322851,-1.231698648396126,True,互补(协同降Loss),0.7829017506423227,0.754415157764036
