domain,L_avg,loss_arxiv,loss_dm_mathematics,loss_freelaw,loss_github,loss_gutenberg_pg_19,loss_hackernews,loss_pile_cc,loss_pubmed_abstracts,loss_pubmed_central,loss_stackexchange,loss_ubuntu_irc,loss_uspto_backgrounds,loss_wikipedia_en
arxiv,-0.03761627454955758,-0.22608903028610258,-0.008046253552514806,-0.003393592635498363,-0.01614161922380386,-0.0013387990036953662,-0.0015092181208411026,-0.001652652294753536,-0.01830055021606507,-0.019467230978556484,-0.02814683704969261,-0.005863824355506738,-0.010950057427872433,-0.002441463790323787
freelaw,-0.03820654439386877,-0.013578960210147257,-0.008473546957358356,-0.3127065075256709,-0.002715212917244683,-0.029359313186339758,-0.008216695138638564,-0.019128723870696574,-0.019657084128171645,-0.01128776775679655,-0.0011596691324625916,-0.005116667469644424,-0.011658259432215799,-0.014827184253686666
nih_exporter,-0.014634912612530254,1.3298572366815102e-05,-0.007765911001682924,-0.008806835040156138,-0.015578115125567824,-0.006909921755398779,-0.0023283121883798355,-0.005623614685066606,-0.06028228088967997,-0.005506834375426557,-0.025866395534346102,-0.001207941451666355,-0.010808084319213356,0.0026576981571255535
pubmed_central,-0.04108383580350146,-0.031873485185460536,0.0033389858295555623,-0.00710199360056418,-0.011664701478476732,-0.004790643059810361,-0.002202703844451687,-0.0062915218822746114,-0.07943236270336253,-0.2261290575421235,-0.016557969479520752,-0.005697538802110124,-0.00959593617602247,-0.0041481715318661344
wikipedia_en,-0.022110699819563078,-0.014741490605072951,-0.005338574645963293,-0.012465810651479422,0.003139891225405882,-0.011353206377337928,-0.0018359372547061827,-0.03771539436968437,0.00402711172710516,-0.0026855072927467775,-0.0017856331261165332,-0.0011248423065771261,-0.002030535708524392,-0.17859101349196374
dm_mathematics,-0.08103899455539328,0.007137803929685624,-0.6041428757430515,0.002212002526666985,-0.004117471631333923,-0.003363348818470386,0.0008297271929682792,0.003933827427764354,0.0021000703257019375,-0.0012861095009575163,0.003569578497425992,-0.00349473722387052,-0.0013847756068005711,0.0035167457248591774
github,-0.04100090198390482,-0.004480119425328394,-0.0049424058290703276,-0.014206692419081962,-0.21153161119756314,-0.0025945227970685684,-0.0027031645941240304,-0.007471559655414503,-0.024578401368695744,-0.009236586831157927,-0.10343249444504418,-0.0019136750535830253,-0.017492478674937004,-0.007715459435898954
philpapers,0.0012159657780268654,0.0004789515099954413,-0.0031119906034994325,0.000596223829375236,0.0068767949043864315,0.0012857112617614599,0.0013299876849081661,-0.0020206602688947325,0.024871849996958198,0.006960217452281301,0.0171476976816535,-0.013998967023090086,0.005061267765964287,-0.0012305982906792858
stackexchange,-0.04661736814325635,-0.053550150586364066,-0.01577813671399316,-0.007136874564258532,-0.09494388546505793,-0.002754853150254448,-0.01356881369787538,-0.016073137010864245,-0.02193151686510548,-0.012313175208366198,-0.23213589539821647,-0.011791930035713164,-0.009216374435798752,-0.011648015293379223
enron_emails,0.0024642829817521903,0.0028032182791799935,0.006390838486596419,0.010092326574327891,0.0011277768155891366,0.0027803516378162524,-0.0016423112149746555,0.029331814587931243,0.03169783251727075,0.006234401108175412,-0.006194531485622072,0.00203459384226226,0.020456647368863694,0.026368968692809688
gutenberg_pg_19,-0.01727707130391218,-0.0090569453916598,-0.0003171097612880827,-0.012065256403572616,0.002967309103371907,-0.14672269651233644,-0.011417238086228432,-0.01735121584153153,-0.004933147985394622,-0.0031379518264505967,0.0043396320131859414,-0.0013650606116836358,-0.004666657944372906,-0.008937055866532075
pile_cc,-0.021843530412007935,-0.004801816650887266,0.0022328899061721625,-0.02383754290791676,-0.00691740783923283,-0.03682088884456232,-0.01920783866978695,-0.09962881093811121,-0.0033113059932852926,-0.005624719331781593,-0.019291165396014262,-0.010868992099212344,-0.006623065194610756,-0.04201923664471686
ubuntu_irc,-0.051362332484237466,0.008605724937223202,-0.012922773570187803,0.008007547107266588,-0.0053137221460582895,0.009717556608195184,-0.004398456495290102,-0.03747426651362357,0.019648574795832704,0.005425577078702898,-0.009469597470468681,-0.350952801036281,0.0012412971148122228,0.0018226068172666737
europarl,0.004099630220677885,0.029186962333580993,-0.0037088702576703416,0.0062523148570548265,0.0010417436463196334,-0.007630465887747719,0.0006731176339102763,0.006226797219311557,0.008753663445313255,0.009154770080057339,0.016057427062833883,-0.029148787491724285,-0.003690545331169306,0.00514330857865016
hackernews,-0.012812819988266362,-0.00011008495543644125,-0.0012585232228731155,0.0018036157857444209,0.0044257285000747605,-0.019807218990319477,-0.08870697115133093,-0.006702977365378611,-0.0033816901639994127,-0.0016508022602745604,0.0026348197180737104,-0.0018990970308316317,-0.0047372897478950085,0.0074069139924394945
pubmed_abstracts,-0.013470551831829367,-0.001135281483300796,0.0029423737576368667,-0.005214135553443237,0.0003776201187718315,0.0008248954376262696,0.0018166420556201882,-0.005628513797828661,-0.19055865214673698,-0.02522552079867211,0.005530932942256408,0.004553080223643834,-0.021643595666254033,-0.007106406657963835
uspto_backgrounds,-0.018069525340957293,0.0008577035766137442,0.006259774584085755,0.002062592694460408,-0.008508523411414726,0.0010966993556544846,0.0004795886972357444,-0.003298449672739512,-0.018753710760569753,-0.004147288326715737,-0.010247943720857466,0.001570818767555715,-0.25103809141881495,-0.004345837590017387
