target,domain,beta,beta_ci_low,beta_ci_high
loss_arxiv,arxiv,2.398503880727917,2.1972639837075034,2.6061958869641524
loss_arxiv,freelaw,6.160126130258188,5.788877969349667,6.619419194861955
loss_arxiv,nih_exporter,4.639949214477678,0.3341199845712644,9.340416466136158
loss_arxiv,pubmed_central,4.9307107782439665,4.772069019167126,5.108858349519626
loss_arxiv,wikipedia_en,5.615664037805813,5.275054981527828,5.977924292837563
loss_arxiv,dm_mathematics,4.5851173363082465,3.758159070422318,5.422838156660384
loss_arxiv,github,5.816290942451007,5.655683637766314,6.0337214816678575
loss_arxiv,philpapers,0.3153715357302152,-3.2873672125206137,4.3088858919855495
loss_arxiv,stackexchange,4.400975524562036,4.184707570560478,4.545646439477019
loss_arxiv,enron_emails,7.6121835378464,-2.9613112203985787,17.916410968490993
loss_arxiv,gutenberg_pg_19,5.251308236425887,4.6223815557653465,5.822256912169569
loss_arxiv,pile_cc,5.849844913779366,5.5887888183128975,6.101998331192078
loss_arxiv,ubuntu_irc,4.611827545471889,3.51492431319457,5.905809576005164
loss_arxiv,europarl,4.174842277825705,2.392771079644095,6.14476239605633
loss_arxiv,hackernews,4.4372849086965775,2.370809738821398,6.41222979024066
loss_arxiv,pubmed_abstracts,5.1277382605545965,4.7392228417904825,5.553756467382672
loss_arxiv,uspto_backgrounds,5.463008947662374,5.121870786327543,5.897214240510825
loss_freelaw,arxiv,6.011417008631803,5.81642978268592,6.1697842864697074
loss_freelaw,freelaw,2.64165644317897,2.3419412839713165,2.8719521856407644
loss_freelaw,nih_exporter,3.996083313337682,1.2490631081429804,6.502377158727337
loss_freelaw,pubmed_central,5.785425744752969,5.609988742300356,5.9648085212664546
loss_freelaw,wikipedia_en,5.253500153233807,5.053010683598771,5.450623203161718
loss_freelaw,dm_mathematics,5.513403546172316,4.868163998244921,6.121687242613523
loss_freelaw,github,6.168746387532439,5.97858164833114,6.327214709434344
loss_freelaw,philpapers,2.9623546738147373,-0.2726645296758847,5.810982984515173
loss_freelaw,stackexchange,6.022918325733038,5.855322331873447,6.196575466881931
loss_freelaw,enron_emails,-4.978867302850384,-10.793796354297449,1.1912423584707583
loss_freelaw,gutenberg_pg_19,4.82013865814927,4.494352615214806,5.078093716313114
loss_freelaw,pile_cc,5.079795139733248,4.99644751349548,5.162755067522118
loss_freelaw,ubuntu_irc,4.756852222135167,3.9783706627672495,5.649444951051302
loss_freelaw,europarl,4.248957116014461,2.9513717268026927,5.4698608315750175
loss_freelaw,hackernews,3.212163566611513,1.6417990752307092,4.843922508975776
loss_freelaw,pubmed_abstracts,5.838993403836753,5.5416304935759815,6.11315864977629
loss_freelaw,uspto_backgrounds,5.668924026180484,5.411185686287005,5.871889736073881
loss_pubmed_central,arxiv,5.476031608586243,5.287389019697483,5.637857198991913
loss_pubmed_central,freelaw,6.105162376256512,5.885588167964827,6.34361994147961
loss_pubmed_central,nih_exporter,0.8098902123907501,-2.2779060276521905,4.034539515331971
loss_pubmed_central,pubmed_central,2.803140383668063,2.600696987379872,2.979470779828799
loss_pubmed_central,wikipedia_en,5.545774735956955,5.2475928526364015,5.815939134742376
loss_pubmed_central,dm_mathematics,4.9562552722611475,4.2339269671006345,5.605347992876255
loss_pubmed_central,github,6.079824711897036,5.8758783316143175,6.314854626346053
loss_pubmed_central,philpapers,2.1497464927847005,-1.2819939969390843,5.192511946106205
loss_pubmed_central,stackexchange,5.7030328086998585,5.4595449874581625,5.913827458224952
loss_pubmed_central,enron_emails,9.295533054246134,1.969307643814491,16.47012880628384
loss_pubmed_central,gutenberg_pg_19,5.253530883824246,4.842264417310586,5.667166273187447
loss_pubmed_central,pile_cc,6.027392082430259,5.864475748829936,6.207079100089778
loss_pubmed_central,ubuntu_irc,4.170323619804678,3.183561832361059,5.161576785067954
loss_pubmed_central,europarl,3.0062292949609017,1.5192467575215878,4.718823776424176
loss_pubmed_central,hackernews,4.209731727358039,2.299421525259299,5.7889818251097624
loss_pubmed_central,pubmed_abstracts,4.190631043262669,3.870350738163317,4.457765773449843
loss_pubmed_central,uspto_backgrounds,5.293555651096745,5.056675764097297,5.581835985117939
loss_wikipedia_en,arxiv,6.278289290645794,6.1576861679540205,6.379240909837802
loss_wikipedia_en,freelaw,6.137805075400358,6.024158055917604,6.2329402705610395
loss_wikipedia_en,nih_exporter,4.286140381165286,2.8278521638354652,5.855827443006369
loss_wikipedia_en,pubmed_central,6.089945766900974,5.975885153288173,6.184097043900409
loss_wikipedia_en,wikipedia_en,3.525689031250032,3.324894689306368,3.6766832801350726
loss_wikipedia_en,dm_mathematics,6.294003650112068,5.877374398613031,6.707908509408896
loss_wikipedia_en,github,6.533970859229227,6.411442340659222,6.6492884959685945
loss_wikipedia_en,philpapers,3.50147474416294,1.8586767297182196,5.216385399961415
loss_wikipedia_en,stackexchange,6.190912599117978,6.070032342218779,6.290900687133843
loss_wikipedia_en,enron_emails,0.9513741747256571,-2.111931872120538,5.098798801188557
loss_wikipedia_en,gutenberg_pg_19,5.602807328400442,5.3812852951587296,5.820678093481933
loss_wikipedia_en,pile_cc,5.31626571789798,5.245244774366812,5.370713504565212
loss_wikipedia_en,ubuntu_irc,5.890395129630787,5.40212920955399,6.448745278069826
loss_wikipedia_en,europarl,5.727047083006877,4.973603782656636,6.531251753145966
loss_wikipedia_en,hackernews,5.149711670967131,4.281270548410086,6.1779866923538
loss_wikipedia_en,pubmed_abstracts,6.042718154000216,5.878751199388495,6.2161088690960815
loss_wikipedia_en,uspto_backgrounds,6.095834491090635,5.932674444350392,6.249381627802774
loss_dm_mathematics,arxiv,4.776608044883147,4.367937549167571,5.158995332579561
loss_dm_mathematics,freelaw,4.90118178295076,4.410187406586345,5.331737774249425
loss_dm_mathematics,nih_exporter,-0.5024364262805506,-8.095484144214451,5.410001126184551
loss_dm_mathematics,pubmed_central,4.685685325374182,4.288442315015213,5.05751141421697
loss_dm_mathematics,wikipedia_en,4.397764269432753,3.7954243066180293,4.908461661004334
loss_dm_mathematics,dm_mathematics,-13.581855938331493,-15.509376657022909,-12.07973102705942
loss_dm_mathematics,github,4.765413935534928,4.40598874977712,5.080678008341407
loss_dm_mathematics,philpapers,-5.391007245092993,-13.148763435468988,0.9778800195600124
loss_dm_mathematics,stackexchange,4.058783686898581,3.691651860639809,4.412957971916093
loss_dm_mathematics,enron_emails,-7.663876489707814,-22.486278966421175,9.06130738568473
loss_dm_mathematics,gutenberg_pg_19,3.5278572449272114,2.478550289831978,4.381242972334112
