N_params_B,D_tokens_B,val_loss,step,interpolated
1.416184,0.134,4.1845,0,1
1.416184,0.136,4.1743,0,1
1.416184,0.138,4.1640,0,1
1.416184,0.140,4.1568,0,1
1.416184,0.143,4.1465,0,1
1.416184,0.145,4.1391,0,1
1.416184,0.147,4.1275,0,1
1.416184,0.149,4.1183,0,1
1.416184,0.152,4.1122,0,1
1.416184,0.154,4.1068,0,1
1.416184,0.156,4.0963,0,1
1.416184,0.159,4.0834,0,1
1.416184,0.161,4.0759,0,1
1.416184,0.164,4.0663,0,1
1.416184,0.166,4.0624,0,1
1.416184,0.169,4.0539,0,1
1.416184,0.172,4.0441,0,1
1.416184,0.174,4.0407,0,1
1.416184,0.177,4.0260,0,1
1.416184,0.180,4.0184,0,1
1.416184,0.183,4.0078,0,1
1.416184,0.185,3.9994,0,1
1.416184,0.188,3.9954,0,1
1.416184,0.191,3.9851,0,1
1.416184,0.194,3.9776,0,1
1.416184,0.197,3.9720,0,1
1.416184,0.200,3.9602,0,1
1.416184,0.203,3.9492,0,1
1.416184,0.207,3.9406,0,1
1.416184,0.210,3.9326,0,1
1.416184,0.213,3.9252,0,1
1.416184,0.216,3.9187,0,1
1.416184,0.220,3.9041,0,1
1.416184,0.223,3.8989,0,1
1.416184,0.227,3.8913,0,1
1.416184,0.230,3.8778,0,1
1.416184,0.234,3.8748,0,1
1.416184,0.237,3.8655,0,1
1.416184,0.241,3.8570,0,1
1.416184,0.245,3.8488,0,1
1.416184,0.249,3.8381,0,1
1.416184,0.253,3.8324,0,1
1.416184,0.256,3.8214,0,1
1.416184,0.260,3.8121,0,1
1.416184,0.265,3.8052,0,1
1.416184,0.269,3.7971,0,1
1.416184,0.273,3.7847,0,1
1.416184,0.277,3.7827,0,1
1.416184,0.281,3.7741,0,1
1.416184,0.286,3.7654,0,1
1.416184,0.290,3.7626,0,1
1.416184,0.295,3.7554,0,1
1.416184,0.299,3.7480,0,1
1.416184,0.304,3.7385,0,1
1.416184,0.309,3.7319,0,1
1.416184,0.314,3.7251,0,1
1.416184,0.318,3.7186,0,1
1.416184,0.323,3.7168,0,1
1.416184,0.328,3.7057,0,1
1.416184,0.334,3.7017,0,1
1.416184,0.339,3.6883,0,1
1.416184,0.344,3.6828,0,1
1.416184,0.349,3.6761,0,1
1.416184,0.355,3.6701,0,1
1.416184,0.360,3.6649,0,1
1.416184,0.366,3.6546,0,1
1.416184,0.372,3.6449,0,1
1.416184,0.377,3.6425,0,1
1.416184,0.383,3.6347,0,1
1.416184,0.389,3.6257,0,1
1.416184,0.395,3.6192,0,1
1.416184,0.402,3.6140,0,1
1.416184,0.408,3.6020,0,1
1.416184,0.414,3.6022,0,1
1.416184,0.421,3.5898,0,1
1.416184,0.427,3.5837,0,1
1.416184,0.434,3.5756,0,1
1.416184,0.441,3.5682,0,1
1.416184,0.447,3.5616,0,1
1.416184,0.454,3.5546,0,1
1.416184,0.461,3.5504,0,1
1.416184,0.469,3.5398,0,1
1.416184,0.476,3.5410,0,1
1.416184,0.483,3.5276,0,1
1.416184,0.491,3.5201,0,1
1.416184,0.499,3.5116,0,1
1.416184,0.506,3.5050,0,1
1.416184,0.514,3.5008,0,1
1.416184,0.522,3.4902,0,1
1.416184,0.530,3.4855,0,1
1.416184,0.539,3.4811,0,1
1.416184,0.547,3.4750,0,1
1.416184,0.556,3.4644,0,1
1.416184,0.564,3.4630,0,1
1.416184,0.573,3.4566,0,1
1.416184,0.582,3.4487,0,1
1.416184,0.591,3.4459,0,1
1.416184,0.600,3.4377,0,1
1.416184,0.610,3.4344,0,1
1.416184,0.619,3.4233,0,1
1.416184,0.629,3.4227,0,1
1.416184,0.638,3.4135,0,1
1.416184,0.648,3.4096,0,1
1.416184,0.659,3.4043,0,1
1.416184,0.669,3.3966,0,1
1.416184,0.679,3.3932,0,1
1.416184,0.690,3.3882,0,1
1.416184,0.701,3.3797,0,1
1.416184,0.711,3.3761,0,1
1.416184,0.723,3.3662,0,1
1.416184,0.734,3.3641,0,1
1.416184,0.745,3.3611,0,1
1.416184,0.757,3.3545,0,1
1.416184,0.769,3.3492,0,1
1.416184,0.781,3.3372,0,1
