N_params_B,D_tokens_B,val_loss,step,interpolated
6.86104,0.134,4.0498,0,1
6.86104,0.136,4.0396,0,1
6.86104,0.138,4.0349,0,1
6.86104,0.140,4.0253,0,1
6.86104,0.143,4.0190,0,1
6.86104,0.145,4.0063,0,1
6.86104,0.147,4.0013,0,1
6.86104,0.149,3.9925,0,1
6.86104,0.152,3.9809,0,1
6.86104,0.154,3.9727,0,1
6.86104,0.156,3.9680,0,1
6.86104,0.159,3.9588,0,1
6.86104,0.161,3.9466,0,1
6.86104,0.164,3.9376,0,1
6.86104,0.166,3.9322,0,1
6.86104,0.169,3.9189,0,1
6.86104,0.172,3.9130,0,1
6.86104,0.174,3.9063,0,1
6.86104,0.177,3.8959,0,1
6.86104,0.180,3.8883,0,1
6.86104,0.183,3.8809,0,1
6.86104,0.185,3.8711,0,1
6.86104,0.188,3.8685,0,1
6.86104,0.191,3.8557,0,1
6.86104,0.194,3.8410,0,1
6.86104,0.197,3.8377,0,1
6.86104,0.200,3.8303,0,1
6.86104,0.203,3.8195,0,1
6.86104,0.207,3.8099,0,1
6.86104,0.210,3.8023,0,1
6.86104,0.213,3.7930,0,1
6.86104,0.216,3.7849,0,1
6.86104,0.220,3.7797,0,1
6.86104,0.223,3.7697,0,1
6.86104,0.227,3.7594,0,1
6.86104,0.230,3.7479,0,1
6.86104,0.234,3.7394,0,1
6.86104,0.237,3.7351,0,1
6.86104,0.241,3.7246,0,1
6.86104,0.245,3.7187,0,1
6.86104,0.249,3.7074,0,1
6.86104,0.253,3.7005,0,1
6.86104,0.256,3.6916,0,1
6.86104,0.260,3.6787,0,1
6.86104,0.265,3.6736,0,1
6.86104,0.269,3.6637,0,1
6.86104,0.273,3.6591,0,1
6.86104,0.277,3.6479,0,1
6.86104,0.281,3.6413,0,1
6.86104,0.286,3.6343,0,1
6.86104,0.290,3.6317,0,1
6.86104,0.295,3.6233,0,1
6.86104,0.299,3.6125,0,1
6.86104,0.304,3.6074,0,1
6.86104,0.309,3.6003,0,1
6.86104,0.314,3.5925,0,1
6.86104,0.318,3.5897,0,1
6.86104,0.323,3.5795,0,1
6.86104,0.328,3.5733,0,1
6.86104,0.334,3.5665,0,1
6.86104,0.339,3.5596,0,1
6.86104,0.344,3.5552,0,1
6.86104,0.349,3.5455,0,1
6.86104,0.355,3.5376,0,1
6.86104,0.360,3.5325,0,1
6.86104,0.366,3.5232,0,1
6.86104,0.372,3.5164,0,1
6.86104,0.377,3.5108,0,1
6.86104,0.383,3.5058,0,1
6.86104,0.389,3.4959,0,1
6.86104,0.395,3.4907,0,1
6.86104,0.402,3.4778,0,1
6.86104,0.408,3.4757,0,1
6.86104,0.414,3.4630,0,1
6.86104,0.421,3.4623,0,1
6.86104,0.427,3.4544,0,1
6.86104,0.434,3.4464,0,1
6.86104,0.441,3.4367,0,1
6.86104,0.447,3.4314,0,1
6.86104,0.454,3.4231,0,1
6.86104,0.461,3.4214,0,1
6.86104,0.469,3.4139,0,1
6.86104,0.476,3.4070,0,1
6.86104,0.483,3.3951,0,1
6.86104,0.491,3.3898,0,1
6.86104,0.499,3.3870,0,1
6.86104,0.506,3.3773,0,1
6.86104,0.514,3.3678,0,1
6.86104,0.522,3.3622,0,1
6.86104,0.530,3.3526,0,1
6.86104,0.539,3.3465,0,1
6.86104,0.547,3.3439,0,1
6.86104,0.556,3.3361,0,1
6.86104,0.564,3.3293,0,1
6.86104,0.573,3.3251,0,1
6.86104,0.582,3.3239,0,1
6.86104,0.591,3.3128,0,1
6.86104,0.600,3.3077,0,1
6.86104,0.610,3.3019,0,1
